title,description,genre,type,poster_url,predicted_emotions,tone_tags
LoveTrue,"In this blend of documentary and dramatization, circumstances test notions of love held by a young stripper, a single-dad surfer and a teen musician.",Documentaries,Movie,https://image.tmdb.org/t/p/w500/wzeuMqhwyynw3JRoxj3QiVxCUVF.jpg,['neutral'],[]
Loving Annabelle,An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.,"Dramas, Independent Movies, LGBTQ Movies",Movie,https://image.tmdb.org/t/p/w500/ezgUinJ6bH0xOWQTqPpb0b7qzE6.jpg,['neutral'],[]
Loving You,"Struggling in a loveless marriage, a hard-drinking, workaholic cop finds a chance at redemption after a fateful incident leaves him wounded.","Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/wzYQGEYYvZyeuSWMHbQvhvOh8lc.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
Lucha: Playing the Impossible,"Known simply as ""Lucha,"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world.","Documentaries, International Movies, Sports Movies",Movie,https://image.tmdb.org/t/p/w500/wwBuW9R5fM1bG00H7yFZHPpYd59.jpg,['admiration'],[]
Lucky Days,"When laidback Ren, who is about to divorce his money-crazy wife, finds a time-traveling computer, he decides to use it to reboot his marriage.","International TV Shows, Romantic TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/kKMFum83Lf6upDBr74dCclHJlOY.jpg,['neutral'],[]
Lucky: No Time for Love,"During an uprising in Russia's St. Petersburg, teen girl Lucky meets handsome Aditya, the Indian ambassador's son, and together they flee the chaos.","Dramas, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/hqBaHsrlg4ZavQWYtxtJpgW4nUk.jpg,['neutral'],[]
Lupt,"Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.","Horror Movies, International Movies, Thrillers",Movie,,['neutral'],[]
Lusers,Three men from different nations must find their way out of the Amazon jungle â on foot â when they get lost on the way to Brazil's World Cup Final.,"Comedies, International Movies, Sports Movies",Movie,https://image.tmdb.org/t/p/w500/rUvqrAQ1HS8AuUA7VEg6R4yRhR0.jpg,['neutral'],[]
Ma Chu Ka,The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.,"International Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/2xJGAD16KGGg9DAah55RLAdj30m.jpg,['neutral'],[]
Maacher Jhol,"On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever.","Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/z6jxma2rkay31uqB7YlVGERbPp.jpg,['realization'],[]
Mac & Devin Go to High School,"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer.",Comedies,Movie,https://image.tmdb.org/t/p/w500/8XZbbDq3iMbXQVXwexOy9r0Qgpv.jpg,['neutral'],[]
Macchli Jal Ki Rani Hai,"After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house.","Horror Movies, International Movies",Movie,,"['realization', 'neutral']",[]
Mad Max,"In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance.","Action & Adventure, Classic Movies, Cult Movies",Movie,https://image.tmdb.org/t/p/w500/5LrI4GiCSrChgkdskVZiwv643Kg.jpg,[],[]
Mad Men,"Set in 1960s New York City, this award-winning series takes a peek inside an ad agency during an era when the cutthroat business had a glamorous lure.",TV Dramas,TV Show,https://image.tmdb.org/t/p/w500/7v8iCNzKFpdlrCMcqCoJyn74Nsa.jpg,['admiration'],[]
Mad Money,A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.,Comedies,Movie,https://image.tmdb.org/t/p/w500/z6b6rQ1ZFEkM4tSt84yPtdAioCO.jpg,['neutral'],[]
Mad Ron's Prevues from Hell,"This collection cherry-picks trailers, forgotten scenes and poster art from 47 gory oldies, including Bay of Blood and The Blood Spattered Bride.","Cult Movies, Horror Movies",Movie,https://image.tmdb.org/t/p/w500/ojO7ICzk8bfpICKQx8RcOl4hGGA.jpg,['neutral'],[]
Mad World,"A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface.","Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/7OmiHBvVymSpWr4kGjBXfm5QZ9B.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
Madaari,"A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice.","Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/e640zWD2fovrJq3OXU9wwcEIOVP.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
Maddman: The Steve Madden Story,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.,Documentaries,Movie,https://image.tmdb.org/t/p/w500/1pUAjQeBcRW3wBScDZrraPVXn99.jpg,['neutral'],[]
Madre,"Pregnant and overwhelmed, Diana hires a caretaker for her son with severe autism. But she soon begins to fear the new nanny has sinister intentions.","International Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/A390HPs0P0nQ1XR54zLlSHQOUtt.jpg,['fear'],[]
Maggie & Bianca: Fashion Friends,"Originally polar opposites, an American fashion student and the daughter of an industry mogul form an everlasting bond and start a rock band in Milan.","Kids' TV, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/cW0D1lq30zu4Q0OSa6DpRz4Ipyy.jpg,['neutral'],[]
Magi: Adventure of Sinbad,The Magi who became High King of the Seven Seas started as a boy determined to make the world a better place. He begins with a dangerous dungeon.,"Anime Series, International TV Shows",TV Show,https://image.tmdb.org/t/p/w500/7yE2vCroqyu6uudSUdwWKGN1tO4.jpg,['neutral'],[]
Magic Snowflake,Young Nicolas agrees to do Santa's work for one year. But the stress of the job threatens the boy's sense of joy â and Christmas itself.,Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/fV6pwW85sg40NDk7c72AgZt0t88.jpg,['disappointment'],['Bittersweet']
Magnetic,"Attracted to thrills across the globe, intrepid athletes venture to remote locations in pursuit of their extreme form of bliss.","Action & Adventure, Documentaries, International Movies",Movie,https://image.tmdb.org/t/p/w500/GIhlW2ffvNG0fCg4Hla0tBNi5T.jpg,['joy'],"['Uplifting', 'Bittersweet', 'Wholesome', 'Gentle Humor']"
Magnus,"This dramatic documentary explores the life and mind of Magnus Carlsen, the charismatic Norwegian prodigy who became world chess champion.","Children & Family Movies, Documentaries, International Movies",Movie,https://image.tmdb.org/t/p/w500/yvtZ45rTMjvmrw1nYN2G6cDgoyL.jpg,"['admiration', 'neutral']",[]
Mahabharat,Two young brothers encounter a singing bird who treats them to a musical reinterpretation of one of Indiaâs most epic ancient tales.,"Action & Adventure, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/eV8G3F2MWmtjprghsxZncxCdS90.jpg,['neutral'],[]
Maharakshak Devi,"After years spent in isolation, a young girl with extraordinary powers returns to human society to battle dark, mythological beings.","International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",TV Show,,['neutral'],[]
Maharakshak: Aryan,"Shy nerd Aryan learns soon after his 18th birthday that he has inherited superpowers, which he must use to vanquish a variety of evil threats.","International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",TV Show,,['neutral'],[]
Mahi Way,"Though worried she's doomed to be single forever, Mahi embraces her vivacious and creative nature while working to tame her inner critic.","International TV Shows, TV Comedies",TV Show,,['realization'],[]
Mahjong Heroes,"In this comedy, characters from all walks of life go head-to-head around the mahjong table in a high-stakes contest of different playing styles.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/hTtHjcqRVeSmUv5cRKn7XCb8yE7.jpg,['joy'],"['Uplifting', 'Bittersweet', 'Wholesome', 'Gentle Humor']"
Mahmut & Meryem,"In the 16th century, the heir to a Muslim empire embarks on a dangerous journey to find his true love, who was taken away by her Christian father.","International TV Shows, Romantic TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/qVkWg5WxHDb92K5w7Usrvijjpiv.jpg,['realization'],[]
Maine Pyaar Kyun Kiya,"After lying to his girlfriend, orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy.","Comedies, International Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/xQ1HQEoI8KJ9j9Rr2AzMuhPLcyc.jpg,"['amusement', 'neutral']",['Gentle Humor']
Maine Pyar Kiya,"When the son of a wealthy businessman and the daughter of a struggling engineer fall in love, the young man's parents question the girl's motives.","Dramas, International Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/aqZ9CEbXVLrEVAZFpT2F7PAE7dV.jpg,['neutral'],[]
Mala Kahich Problem Nahi,"With their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family.","Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/k3LV0nPl0Y6aGMoEhZp7uu67cj4.jpg,"['realization', 'neutral']",[]
Malicious,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill.",Horror Movies,Movie,https://image.tmdb.org/t/p/w500/ms6V9gUMcw6T6ENgUCU7SL5x7dl.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
Man of Tai Chi,"In this kung fu tale set in Beijing, a young man armed with incomparable martial arts skills gets embroiled in the world of underground fight clubs.","Action & Adventure, Dramas",Movie,https://image.tmdb.org/t/p/w500/jXq5Gjy8vc3iifDgtObZ4i6qNe8.jpg,['neutral'],[]
Man Up,"A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date.","Comedies, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/3FWhKNJ3rUZHZoKpewHkBSc6SMj.jpg,['neutral'],[]
Man vs Wild with Sunny Leone,The adventures of Bear Grylls get a unique spin as Bollywood star Sunny Leone hosts the show famous for revealing Bear's wilderness survival skills.,"International TV Shows, Reality TV, TV Action & Adventure",TV Show,https://image.tmdb.org/t/p/w500/oMTCN120L9PgOumTV85p6PGIesw.jpg,['neutral'],[]
Mandi,"Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madamâs brothel from the heart of Hyderabad.","Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/cEb6QCdBNA3sxAVAEYfbiVVul6T.jpg,['neutral'],[]
Mandobasar Galpo,"With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma.","Dramas, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/3Gk9611voHOmlEK8C2km1hbjTIU.jpg,"['approval', 'realization']",[]
Manglehorn,A reclusive small-town locksmith who can't stop writing letters to a lost love meets a kindly bank teller who challenges him to look to the future.,"Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/ms27YhpvgE5b0JIwaNiWw6EDC8g.jpg,['neutral'],[]
Mango Dreams,"Concerned that dementia will soon steal his most cherished memories, a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home.","Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/iEyKqsjtVWZe5SeniMiUqZWU178.jpg,['realization'],[]
Manhattan Romance,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.,"Comedies, Independent Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/n792aEUTwqVHGTYT80Ry0JGMdmA.jpg,['neutral'],[]
Manolo: The Boy Who Made Shoes for Lizards,"As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work.","Documentaries, International Movies",Movie,https://image.tmdb.org/t/p/w500/vGmPncaty80whlcyeUQG1ijLbLt.jpg,"['admiration', 'neutral']",[]
Mansfield Park,"A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.","Comedies, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/8wmitt5MhUovjDzxhVfWIifnnnV.jpg,"['sadness', 'neutral']","['Bittersweet', 'Melancholic']"
Mantostaan,Four stories by writer Sadaat Hasan Manto culminate in a single gruesome drama that's set during the partitioning of the Indian subcontinent.,"Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/g5dmUZII7nQXomTQGzniMsIZifZ.jpg,['neutral'],[]
Mantra,An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.,"Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/ypSpUXamJ7lDCw8MiH1C9RGWKFw.jpg,['neutral'],[]
Mara,"When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife, she uncovers a case like no other.","Horror Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/6yARe83yXt3PTHuqKdmjZkLoNAR.jpg,['neutral'],[]
Marauders,A series of high-stakes thefts at banks owned by a manipulative millionaire sparks an FBI agent to suspect a sinister plan behind the deadly heists.,Action & Adventure,Movie,https://image.tmdb.org/t/p/w500/bAvmDn5C7arBoRrfaG3b3Kdue1q.jpg,['neutral'],[]
Marching Orders,"A top-ranked college marching bandâs members fight to keep their spots, memorize routines, tend to their social lives â and slay the competition.",Docuseries,TV Show,https://image.tmdb.org/t/p/w500/t53yy7uET7Z6SVIXfgGqcWE6KmB.jpg,['neutral'],[]
Mark Gatiss: A Study in Sherlock,"Mark Gatiss, who co-created âSherlockâ and plays Mycroft Holmes, discusses the show with Benedict Cumberbatch, Martin Freeman and others in the cast.",Movies,Movie,https://image.tmdb.org/t/p/w500/nZn71WOPBz0WrMb0QIIWceDTQSu.jpg,['neutral'],[]
Maron,"Marc Maron stars as Marc Maron, who interviews fellow comedians for his popular podcast, only to reveal more about his own neuroses and relationships.",TV Comedies,TV Show,https://image.tmdb.org/t/p/w500/9cQf0ftd6ljblYmUeMu39W7fd8F.jpg,['neutral'],[]
Maroon,"When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass.","Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/eX4wUrYKBC2QsHmiFTYrIcxcvh5.jpg,['neutral'],[]
Married at First Sight,"Set up by experts, four couples meet at the altar for the first time and test their compatibility after the wedding.","Reality TV, Romantic TV Shows",TV Show,https://image.tmdb.org/t/p/w500/koxpnrsHc5ZdzmFtTPu0sxkbAmm.jpg,['neutral'],[]
Mars,Fact meets fiction in this docudrama chronicling the journey of a spacecraft crew as it embarks in 2033 on a mission to colonize the red planet.,"Docuseries, Science & Nature TV, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/xlT7aBrVqrRVnlaHQLCW12q3NK9.jpg,['neutral'],[]
Martial Arts of Shaolin,"In ancient China, Zhi Ming trains at the legendary Northern Shaolin temple to avenge the death of his father at the hands of a nefarious magistrate.","Action & Adventure, International Movies",Movie,https://image.tmdb.org/t/p/w500/yWKMURlFE6dfuGEcVnNGRL0AJh4.jpg,"['realization', 'neutral']",[]
Martin Lawrence Live: Runteldat,"This provocative film sheds light on actor-comedian Martin Lawrence's roots, his rise to fame and his walk on the wild side.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/fRpS1sr1GFPgQobsXoNm5lxatcy.jpg,['neutral'],[]
Martin Luther: The Idea that Changed the World,"This docudrama tells the dramatic story of the monk who took on the Catholic Church, tracing his life before and after the contentious ""95 Theses.""","Documentaries, Faith & Spirituality",Movie,https://image.tmdb.org/t/p/w500/7hBcdaF61MzkY5ZFrjBJSHHenlF.jpg,['neutral'],[]
Martyrs of Marriage,This documentary reveals the cracks in India's anti-dowry act and gives voice to both women and men who've been victimized by the law's abusers.,"Documentaries, International Movies",Movie,https://image.tmdb.org/t/p/w500/pv5ddOfNZ6D3j3npMOnZgcquswY.jpg,['neutral'],[]
Marvel & ESPN Films Present: 1 of 1: Genesis,"This documentary explores the connections between elite athletes and Marvel superheroes such as Spider Man, Black Widow and Captain America.","Documentaries, Sports Movies",Movie,,['neutral'],[]
Marvel's Iron Man & Hulk: Heroes United,"When scientists join Hulk's gamma energy with Tony Stark's Arc Reactor, the resulting force creates a foe that only the two Marvel heroes can combat.","Action & Adventure, Sci-Fi & Fantasy",Movie,https://image.tmdb.org/t/p/w500/5xrRSqoZKXfZX9oIyZhyvLHc44e.jpg,['neutral'],[]
Mary and the Witch's Flower,"Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan.","Anime Features, Children & Family Movies",Movie,https://image.tmdb.org/t/p/w500/lq3OJQiJ8hlCr23LAdHbeU3eqBF.jpg,['neutral'],[]
Mary Poppins Returns,"In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears.","Children & Family Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/uTVGku4LibMGyKgQvjBtv3OYfAX.jpg,['neutral'],[]
Mary Portas: Secret Shopper,Retail consultant Mary Portas collaborates with Britain's most complained-about stores to help them better serve fed-up customers.,"British TV Shows, International TV Shows, Reality TV",TV Show,https://image.tmdb.org/t/p/w500/rqx7ulHDW8u9Dtib5LEW6RRdQoP.jpg,['neutral'],[]
Masoom,A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.,"Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/rjUvbFHCcNQwUm4CDkBBQEHM1RI.jpg,['joy'],"['Uplifting', 'Bittersweet', 'Wholesome', 'Gentle Humor']"
Master,"Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger.","Action & Adventure, International Movies",Movie,https://image.tmdb.org/t/p/w500/hfMc8Tbm73FonKAIfrePOaJyzPH.jpg,['neutral'],[]
Mater,A single man in his 30s overwhelmed by his domineering mother meets a lesbian couple willing to go to extreme lengths to have a child.,"Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/eOF95C50o7cBSQ9m3albGEhOBRi.jpg,['neutral'],[]
Matichya Chuli,"A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son.","Comedies, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/vWaeaw6dmfpOWABW35rcke9z3hG.jpg,['neutral'],[]
Max Rose,An aging jazz musician learns after his wife's death that she may have been unfaithful to him decades before.,"Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/bYj8TrSLTGCTYRY8ODynFAa194X.jpg,"['realization', 'sadness', 'neutral']","['Bittersweet', 'Melancholic']"
May We Chat,"A messaging app unites a mute prostitute, an unruly rich girl and a stormy young woman, three Hong Kong teens living in pain and excess.","Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/c71Jzw0UguFp1J1c2QVp4TLToh3.jpg,"['sadness', 'neutral']","['Bittersweet', 'Melancholic']"
May You Prosper,"A man's inability to conquer his personal insecurities and distrust of other people leads to problems with his on-again, off-again wife and their son.","Comedies, International Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/58hqjCNIGKA9PTuSP5mNqbm1Cj4.jpg,['disappointment'],['Bittersweet']
Maya Angelou: And Still I Rise,Poet and civil rights activist Maya Angelou is celebrated using her own words set over rare photographs and video illustrating her remarkable life.,Documentaries,Movie,https://image.tmdb.org/t/p/w500/corXI90wkJWoY8kvAZyCcx7zrGQ.jpg,['admiration'],[]
Maynard,"Friends, family and political titans recall the impact of Atlanta's Maynard Jackson, the first African-American mayor of a major Southern city.",Documentaries,Movie,https://image.tmdb.org/t/p/w500/e7L4iBhK31O4YaWKuWEe7gwbNtd.jpg,['neutral'],[]
Maza Pati Karodpati,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.,"Comedies, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/4hVJN4WCGMSTWUaOpea9YR4Mc4r.jpg,"['realization', 'neutral']",[]
Me and the Alien,"Hoping to pump up their sound, a punk band hires Pepe, a keyboardist with Down Syndrome, but tensions erupt when he steals the show with his talent.","Comedies, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/q9kSafD8Yhevm3K0hzOWPTfZIaB.jpg,['optimism'],"['Uplifting', 'Redemptive']"
Mean Dreams,"Desperate to start a new life with his girlfriend, a teenage boy steals drug money from her father, who happens to be the town's corrupt lawman.","Dramas, Independent Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/zz2EnqJsxIofZcTkkNAMXk5FWba.jpg,['neutral'],[]
Mean Streets,"In New York's Little Italy, a low-level hoodlum wrestles with loyalty to his mobster uncle, his faith and his friendship with an inveterate gambler.","Classic Movies, Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/2t6RrPFGJjeKvI02OhKAg75bQUI.jpg,['neutral'],[]
Meditation Park,An elderly immigrant matriarch from Hong Kong finally begins to break out of her shell of isolation when she suspects her husband of infidelity.,Dramas,Movie,https://image.tmdb.org/t/p/w500/sC3bgqxlZ0lB45zIEFfu6R1WrMm.jpg,['neutral'],[]
Medium,"In 1930s Poland, a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others.","Horror Movies, International Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/6tOxspW2MbbAQ0s3jtfs8QATcx.jpg,['neutral'],[]
Meet the Trumps: From Immigrant to President,"Learn about Donald Trump's family history, including his immigrant grandfather's gold-rush enterprises and his dad's development of a property empire.",Documentaries,Movie,https://image.tmdb.org/t/p/w500/7zAIZELgDaMFnqUzJiyKknJJpJQ.jpg,['neutral'],[]
Mega Food,"Visiting the busiest kitchens in the world, this reality series focuses on large-scale food production â and the people who make it happen.","British TV Shows, Docuseries, International TV Shows",TV Show,https://image.tmdb.org/t/p/w500/3ikJHUy56WDyquXLsjHHpRmiEzd.jpg,['neutral'],[]
MegaTruckers,"This reality ride-along offers a glimpse into the can-do, high-stakes world of big rig drivers who haul massive loads of cargo across Australia.",Reality TV,TV Show,,['neutral'],[]
Melle,"After recovering from a tragic experience, a young woman makes a journey to her father's homeland and falls in love with a kind-hearted doctor.","Dramas, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/kKtYZGaIFuG7vztNdxkoBq324s0.jpg,"['love', 'sadness']","['Bittersweet', 'Wholesome', 'Warm Nostalgia', 'Melancholic']"
Melodies of Life - Born This Way,"A celebrated pastry chef and his fellow staff members at a bake shop embark on bittersweet adventures in love, work and friendship.","International TV Shows, Romantic TV Shows, TV Comedies",TV Show,,['neutral'],[]
Melvin Goes to Dinner,"When Melvin and his friends gather for dinner, their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves.","Comedies, Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/nH2RvmUq4c2R4GN4GRzlVV3dHMx.jpg,['neutral'],[]
Memoir of a Murderer,"Hiding his own murderous past, a man suffering from Alzheimer's must protect his daughter from her boyfriend, who he suspects is also a serial killer.","Dramas, International Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/eTdvO9AwJrxq02iYf4Lu5qA0fNc.jpg,['caring'],['Wholesome']
Memory Games,Glimpse into the brain's vast potential for memorization through the eyes of four competitive memory athletes as they share techniques and insights.,Documentaries,Movie,https://image.tmdb.org/t/p/w500/w5hVW0OuxT5X98jJO3bbEcWArIy.jpg,['neutral'],[]
Men in Black,"A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth.","Action & Adventure, Comedies, Sci-Fi & Fantasy",Movie,https://image.tmdb.org/t/p/w500/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,['neutral'],[]
Men in Black II,Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.,"Action & Adventure, Comedies, Sci-Fi & Fantasy",Movie,https://image.tmdb.org/t/p/w500/enA22EPyzc2WQ1VVyY7zxresQQr.jpg,['neutral'],[]
Menorca,A hedonistic soccer mom takes a voyage of self-discovery when she tries to reconnect with her son by returning his pet rock to a Mediterranean island.,"Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/q9TI9lhqtVA5CngkmsGgVhqWNGk.jpg,['neutral'],[]
Merantau,"In this fast-paced Indonesian thriller, a young martial arts master travels to Jakarta, where he saves an orphan from a human-trafficking ring.","Action & Adventure, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/60Vd3zovl6XeRH8GQOsM9fwMHRO.jpg,['neutral'],[]
Mere Papa Hero Hiralal,"A simple auto-rickshaw driver on the streets of Lucknow, Hiralal Tiwari does everything he can to give his gravely ill daughter a happy life.","International TV Shows, TV Dramas",TV Show,,['caring'],['Wholesome']
MerlÃ­,"An unconventional high school philosophy teacher upsets a few parents and staff, romances others and inspires all his pupils, including his gay son.","International TV Shows, TV Dramas, Teen TV Shows",TV Show,,['neutral'],[]
Merry Men: The Real Yoruba Demons,"Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/sMVeaucKf02sbYkRIooCn9oAIXr.jpg,['neutral'],[]
Mexico DiseÃ±a,Young fashion designers vie for the chance to become Mexico's next big talent by competing before judges in grueling tests of creativity and stamina.,"International TV Shows, Reality TV, Spanish-Language TV Shows",TV Show,,['approval'],[]
Mi Shivajiraje Bhosale Boltoy,"After a disgruntled man blames his Marathi heritage for his lack of his success, he is visited by Shivaji, a great medieval Marathi king.","Comedies, International Movies, Sci-Fi & Fantasy",Movie,https://image.tmdb.org/t/p/w500/4K5snmaSqwNJPixWu9DMcVd7QmE.jpg,"['disappointment', 'neutral']",['Bittersweet']
MI-5,"When a terrorist escapes custody, MI-5 director Harry Pearce becomes the scapegoat. But the wily veteran still has some spycraft tricks up his sleeve.","Action & Adventure, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/62RSNhi0RsLjMZcojPQzTXg7BXc.jpg,['neutral'],[]
Middle School: The Worst Years of My Life,"At Hills Village Middle School, budding cartoonist Rafe and best pal Leo challenge their uptight principal by breaking every rule in his handbook.","Children & Family Movies, Comedies",Movie,https://image.tmdb.org/t/p/w500/3rlcvuGlLETfGCq0aaVD526Emlc.jpg,['neutral'],[]
Midnight Misadventures With Mallika Dua,"In this talk show, comedian Mallika Dua serves up big laughs as Shalishka and whips up a meal with her celebrity pals who dish on their diets and lives.","International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",TV Show,,['neutral'],[]
Midnight Special,"When his son exhibits supernatural powers, a father takes the youngster on the run to protect him from government authorities and religious fanatics.","Action & Adventure, Sci-Fi & Fantasy",Movie,https://image.tmdb.org/t/p/w500/hgDRq1l4ATxwufWjILKsYtglbI6.jpg,['neutral'],[]
Mighty Morphin Alien Rangers,Visitors arrive from space to help Red Ranger and his squad â temporarily stripped of their powers â fight against Lord Zedd and Rita Repulsa.,Kids' TV,TV Show,https://image.tmdb.org/t/p/w500/qx3SJlAp2RK656TusqKx1qEqVMW.jpg,['neutral'],[]
Milk,"Sean Penn stars in this biopic about Harvey Milk, the openly gay San Francisco politician who was murdered by a disgruntled city supervisor in 1978.","Dramas, Independent Movies, LGBTQ Movies",Movie,https://image.tmdb.org/t/p/w500/ot4ImF4b7QbS6XsTdMH3pWxNmX2.jpg,['neutral'],[]
Mini Wolf,Mini-Wolf and his fun-loving pals friends are always on the look out for a new adventure â even if it includes a little bit of mischief.,Kids' TV,TV Show,https://image.tmdb.org/t/p/w500/eMiQ5WjijIkk8jw5FqziONJX5JD.jpg,"['excitement', 'neutral']",['Uplifting']
Minnaminugu the FireFly,"A nameless widow juggles multiple jobs to support her daughterâs decision to study abroad, only to discover that she has other plans.","Dramas, International Movies",Movie,,"['realization', 'neutral']",[]
