title,type,genre,tags,mood_tag,mood_tag_standard,source
Chloe,Movie,"Independent Movies, Thrillers","Suspecting her husband of infidelity, Catherine hires sexy Chloe to test his faithfulness. Soon, the relationships between all three intensify.",fear,Anxious,Netflix
Chris Brown: Welcome to My Life,Movie,"Documentaries, Music & Musicals","Featuring interviews, concert footage and behind-the-scenes access, this documentary delivers fans an all-access look at the life of Chris Brown.",neutral,Neutral,Netflix
Christian Mingle,Movie,"Comedies, Faith & Spirituality, Romantic Movies",A career woman who has everything but romance finds her values challenged when she starts dating a good man she met on a Christian matchmaking site.,neutral,Neutral,Netflix
Christiane Amanpour: Sex & Love Around the World,TV Show,Docuseries,"A contextual, acculturated dive into how adults in six, big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports.",Happy,Happy,Netflix
Christmas Crush,Movie,"Comedies, Romantic Movies",Twentysomething Georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion.,Happy,Happy,Netflix
Christmas in the Smokies,Movie,"Children & Family Movies, Dramas, Romantic Movies","In the Smoky Mountains, an ambitious woman works to save her family's historic berry farm as her ex, a country music star, returns to town.",joy,Happy,Netflix
Christmas with the Kranks,Movie,"Children & Family Movies, Comedies",When Luther Krank and his wife opt to skip Christmas â no tree and no rooftop Frosty â can they handle the fallout from their family and neighbors?,sadness,Sad,Netflix
Christopher Robin,Movie,"Children & Family Movies, Comedies, Dramas","Now a careworn middle-aged man, Christopher Robin goes on a familiar adventure when his old pal Winnie the Pooh brings him to the Hundred Acre Wood.",Excited,Excited,Netflix
Chronicle of an Escape,Movie,"Dramas, International Movies, Thrillers","Soccer goalie Claudio Tamburrini is kidnapped by the Argentine military. Several months later, he joins other prisoners in planning a daring escape.",fear,Anxious,Netflix
Chuck Chicken,TV Show,Kids' TV,"On the island of Rocky Perch, security company owner Chuck Adoodledoo and his friends provide kung fu-style protection for their fellow bird citizens.",neutral,Neutral,Netflix
Chupan Chupai,Movie,"Comedies, International Movies","The lives of five hapless, petty criminals careen into madcap disarray when their plan to abduct a wealthy ministerâs son goes horribly wrong.",fear,Anxious,Netflix
Chupke Chupke,Movie,"Classic Movies, Comedies, International Movies","Jealous of the high regard in which his new wife holds their brother-in-law, a botany professor stages an elaborate prank that will even the score.",neutral,Neutral,Netflix
Cirque du Freak: The Vampire's Assistant,Movie,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","When Darren Shan is taken to a circus that's chock-full of sideshow oddities, he meets a vampire and receives a life-changing bite on the neck.",disgust,Stressed,Netflix
City in the Sky,TV Show,"British TV Shows, Docuseries, Science & Nature TV","This series explores the magnitude and scale of modern air travel, and the challenges faced by those responsible for its smooth functioning.",neutral,Neutral,Netflix
City of God,Movie,"Dramas, Independent Movies, International Movies","Growing up in a Rio de Janeiro slum, Rocket is able to avoid being drawn into a life of drugs and crime by having a passion for photography.",neutral,Neutral,Netflix
City of Tiny Lights,Movie,"Dramas, International Movies, Thrillers","In moody London, a burned-out sleuth sinks into a world of corruption and murderous romance when he tackles a mysterious case of a missing sex worker.",disgust,Stressed,Netflix
Civilizations,TV Show,"British TV Shows, Docuseries","Expanding Kenneth Clark's 1969 ""Civilisation"" series for a new generation, this reboot explores the art of cultures around the world, throughout time.",neutral,Neutral,Netflix
Clarence Clemons: Who Do I Think I Am?,Movie,"Documentaries, Music & Musicals",This intimate documentary follows the life of legendary saxophonist Clarence Clemons and his spiritual awakening before his death in 2011.,Sad,Sad,Netflix
Clash of the Titans,Movie,"Action & Adventure, Sci-Fi & Fantasy","If he is to save the life of the beautiful Princess Andromeda, the valiant Perseus must battle a host of powerful, beastly enemies.",fear,Anxious,Netflix
Class of '61,Movie,Dramas,"As the Civil War looms, a runaway slave seeks freedom, and West Point cadets find their camaraderie shattered as they choose between North or South.",anger,Stressed,Netflix
Class Rank,Movie,Comedies,"When her class rank threatens her college plans, an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system.",fear,Anxious,Netflix
Classic Legends,TV Show,"Docuseries, International TV Shows",This documentary series explores the glamour of Bollywood through the stories of the men and women who have illuminated its screens.,neutral,Neutral,Netflix
Cleopatra Jones,Movie,"Action & Adventure, Classic Movies","A stylin' special agent chases down drug lords and does her part to stop trafficking. Soon, she finds herself seeking revenge on a dealer.",anger,Stressed,Netflix
Click,Movie,"Comedies, Sci-Fi & Fantasy",Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,neutral,Neutral,Netflix
Click for Murder,TV Show,"British TV Shows, Crime TV Shows, Docuseries",Crime journalist Donal MacIntyre reveals how deadly the internet can be as he dissects the technological methods behind heinous acts.,disgust,Stressed,Netflix
Clive Davis: The Soundtrack of Our Lives,Movie,"Documentaries, Music & Musicals",This music-driven documentary charts Clive Davis' 50-year career as one of the world's most influential record moguls.,neutral,Neutral,Netflix
Closed Circuit,Movie,"Dramas, Thrillers","Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist.",Happy,Happy,Netflix
Cloud Atlas,Movie,"Action & Adventure, Cult Movies, Dramas","In this star-studded drama, six seemingly disparate stories explore the complicated links that humanity shares through the generations.",neutral,Neutral,Netflix
Clouds of Sils Maria,Movie,"Dramas, International Movies","A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role.",joy,Happy,Netflix
Cloverfield,Movie,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.,fear,Anxious,Netflix
Club Friday The Series 6,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas","Based on a Thai radio show that gives love advice to callers, this series dramatizes stories of infidelity, love triangles, sexual identity and more.",Happy,Happy,Netflix
Club Friday The Series 7,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas",More confessional tales of love and heartbreak play out in this next installment of the popular Thai TV series based on a real-life call-in radio show.,Happy,Happy,Netflix
Club Friday The Series 8,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies","The eighth installment of this popular Thai series, based on a real-life call-in radio show, dramatizes personal stories of romance and heartbreak.",sadness,Sad,Netflix
Club Friday To Be Continued - Friend & Enemy,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas","A love triangle spirals out of control, wreaking havoc on a couple's relationship and a friendship between two women.",Happy,Happy,Netflix
Club Friday To Be Continued - My Beautiful Tomboy,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies","A change in sexual identity complicates young Meen's relationships, while memories of a past romance remain fresh.",neutral,Neutral,Netflix
Club Friday To Be Continued - The Promise,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas","Two young lovers vow to stay friends through thick and thin, but separation tests their bond until fate allows them to reunite.",Happy,Happy,Netflix
Coach Carter,Movie,"Dramas, Sports Movies",Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.,disgust,Stressed,Netflix
Code Name: The Cleaner,Movie,"Action & Adventure, Comedies",A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.,disgust,Stressed,Netflix
Coffee with D,Movie,"Comedies, Independent Movies, International Movies",Low TV ratings drive a well-known journalist to concoct a plan to interview a notorious underworld figure who is also a suspected terrorist.,disgust,Stressed,Netflix
Cold Case Files,TV Show,"Crime TV Shows, Docuseries",Masterful detectives utilize forensic science and criminal psychology to re-examine long-standing cases.,neutral,Neutral,Netflix
Cold Case Files Classic,TV Show,"Crime TV Shows, Docuseries","Through forensic science and criminal psychology, an elite breed of detectives reexamine long-unsolved crimes to deliver justice and the truth.",neutral,Neutral,Netflix
Colkatay Columbus,Movie,"Comedies, Dramas, Independent Movies","When Christopher Columbus mysteriously appears in modern-day Kolkata, India, two struggling young men look to him for advice on achieving success.",fear,Anxious,Netflix
Colonia,Movie,"Dramas, Independent Movies, International Movies","When her boyfriend is caught up in a Chilean coup, a young woman tries to free him from a prison camp posing as a commune by joining it voluntarily.",disgust,Stressed,Netflix
Colours of Passion,Movie,"Dramas, International Movies","Seeking inspiration, a young 19th-century painter finds a woman who is his love, his muse and his willing subject, but his work becomes controversial.",Happy,Happy,Netflix
Come and Find Me,Movie,"Dramas, Thrillers","When his photographer girlfriend vanishes, an L.A. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption.",Anxious,Anxious,Netflix
Comedy Bang! Bang!,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies","Scott Aukerman brings his popular podcast Comedy Bang! Bang! to television, along with his co-host and bandleader, Reggie Watts.",Happy,Happy,Netflix
Comedy High School,TV Show,"International TV Shows, TV Comedies","Featuring goofy sketches and celebrity appearances, this offbeat stage show follows an assortment of oddball characters at an eccentric high school.",joy,Happy,Netflix
Command and Control,Movie,Documentaries,"Chronicling a 1980 Titan II missile accident, this sobering documentary weighs the balance of power and safety involving weapons of mass destruction.",sadness,Sad,Netflix
Company,Movie,"Action & Adventure, Dramas, International Movies","Following a misunderstanding, a gangster and his boss part ways and become bitter enemies â with devastating consequences.",anger,Stressed,Netflix
Compulsion,Movie,"Dramas, Thrillers","Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss.",Happy,Happy,Netflix
Conan Without Borders,TV Show,"Docuseries, TV Comedies",Late-night talk show host Conan O'Brien hits the road in this special that brings him and his sense of humor to far-flung destinations.,neutral,Neutral,Netflix
Concrete Football,Movie,"Documentaries, International Movies, Sports Movies","The development of professional soccer worldwide owes a great debt to the soccer â or ""football"" â that is played on the streets of France.",neutral,Neutral,Netflix
Concussion,Movie,"Dramas, Independent Movies, LGBTQ Movies","A lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker.",sadness,Sad,Netflix
Conjuring Spirit,Movie,"Horror Movies, International Movies, Thrillers","In the wake of her husband's betrayal, a novelist and mother moves to an old building, where she receives a music box and encounters a strange spirit.",fear,Anxious,Netflix
Conor McGregor: Notorious,Movie,"Documentaries, Sports Movies","From making ends meet to lavish rides and fur coats, the Irish MMA champion grants an all-access pass to the highs â and lows â of his ascent.",joy,Happy,Netflix
ConsequencesÂ ,Movie,"Dramas, International Movies, Thrillers",Secrets bubble to the surface after a sensual encounter and an unforeseen crime entangle two friends and a woman caught between them.,disgust,Stressed,Netflix
Contract,Movie,"Action & Adventure, Dramas, Independent Movies","Following the death of his wife and daughter in a terrorist attack, an ex-Indian army commando agrees to infiltrate a terrorist cell.",Sad,Sad,Netflix
Convict,Movie,"Dramas, International Movies","Sentenced to death for committing rape, a convict navigates his final trying days alongside his allies and enemies in prison.",Sad,Sad,Netflix
Cooking on High,TV Show,Reality TV,"In the first-ever competitive cannabis cooking show, two chefs prepare mouthwatering marijuana-infused dishes for a panel of very chill celeb judges.",joy,Happy,Netflix
Cool Hand Luke,Movie,"Classic Movies, Dramas","Luke Jackson likes to do things his own way, which leads to a world of hurt when he ends up in a prison camp â and on the wrong side of its warden.",disgust,Stressed,Netflix
Cop and a Half: New Recruit,Movie,"Children & Family Movies, Comedies",A world-weary detective is forced to team up with a 12-year-old who thinks she's a cop in order to solve a case that's baffled police.,surprise,Excited,Netflix
Cop Watchers,Movie,"Documentaries, International Movies",Explore the stories of the citizens who seek to deter police brutality by observing and videotaping arrests made by the New York Police Department.,neutral,Neutral,Netflix
Coraline,Movie,Children & Family Movies,Curious young Coraline unlocks a door in her family's home and is transported to a universe that strangely resembles her own â only better.,disgust,Stressed,Netflix
Counterfeiting in Suburbia,Movie,"Dramas, Thrillers","Two teenagers print counterfeit money in their high school art room, but things go terribly wrong when their debt-ridden teacher becomes suspicious.",fear,Anxious,Netflix
Court Justice,TV Show,"Crime TV Shows, Docuseries, International TV Shows","In a bustling local court in Sydney, 12 magistrates preside over different levels of criminal offenses and deliver life-changing verdicts.",joy,Happy,Netflix
Covered: Alive in Asia,Movie,"Documentaries, Faith & Spirituality, Music & Musicals","Christian musician Israel Houghton leads his band Israel & New Breed on a tour supporting their newest album of multicultural, hybrid-genre songs.",joy,Happy,Netflix
Crash,Movie,"Dramas, Independent Movies","In post-Sept. 11 Los Angeles, tensions erupt when the lives of people from all walks of life converge during a 36-hour period.",anger,Stressed,Netflix
CRD,Movie,"Comedies, Dramas, Independent Movies","At odds with his radical instructor's ruthless methods, a drama student assembles his own troupe of misfit actors ahead of a prestigious competition.",disgust,Stressed,Netflix
Crime Time,TV Show,"Crime TV Shows, International TV Shows, TV Action & Adventure","Born into poverty and trapped in a grim job as a cop in the favelas, a wannabe actor forges a bloody path to celebrity and wealth. Based on true events.",sadness,Sad,Netflix
"Crouching Tiger, Hidden Dragon",Movie,"Action & Adventure, International Movies, Romantic Movies",A young woman in ancient China longs for an adventurous life rather than a dull arranged marriage in Ang Lee's Oscar-winning martial arts epic.,neutral,Neutral,Netflix
Cult of Chucky,Movie,Horror Movies,"Following a string of murders in the asylum where she's confined, Nica Pierce begins to wonder whether Chucky is real after all.",surprise,Excited,Netflix
Cutie and the Boxer,Movie,Documentaries,"A 2014 Oscar nominee for Best Documentary Feature, this film explores the symbiotic relationship of artists Ushio and Noriko Shinohara.",joy,Happy,Netflix
Daagdi Chaawl,Movie,"Action & Adventure, Dramas, International Movies",A simple man's peaceful life is complicated when an incident brings him in contact with a gangster and launches his journey into the underworld.,joy,Happy,Netflix
Dabbe 6: The Return,Movie,"Horror Movies, International Movies","A cardiologist tries to pinpoint the cause of her mother's sudden death as her sister, who witnessed it, claims malevolent demons are at play.",Sad,Sad,Netflix
Dad,Movie,Dramas,"Family bonds are revived after a father is diagnosed with cancer in this bittersweet drama. Dutiful son John cares for his aging father, Jake, but not without complaint.",sadness,Sad,Netflix
Dad's Army,TV Show,"British TV Shows, Classic & Cult TV, TV Comedies",This beloved sitcom follows the unlikely heroes of the volunteer British Home Guard as they prepare for German invasion in World War II.,Happy,Happy,Netflix
Daddy Day Care,Movie,"Children & Family Movies, Comedies","When a conscientious father loses his lucrative dot-com job and faces economic ruin, he joins two friends in opening a business called Daddy Day Care.",sadness,Sad,Netflix
Daddy Issues,Movie,"Dramas, Independent Movies, LGBTQ Movies","Maya finally hooks up with her online dream girl, only to discover sheâs deeply involved with an older sugar daddy â a man Maya knows all too well.",surprise,Excited,Netflix
Daemonium,Movie,"Action & Adventure, Horror Movies, International Movies","In a realm where magic and technology intersect, a shifty, cigar-smoking wizard finds himself in the middle of a war with the powers of hell.",fear,Anxious,Netflix
Daffedar,Movie,"Dramas, International Movies","A retired government worker continues to dedicate himself to public service, but his principled ways soon clash with those of his extravagant sons.",neutral,Neutral,Netflix
Dagh Ujala,Movie,"Dramas, Independent Movies, International Movies",A lesbian daughter fights off an arranged marriage in India while an Islamic fundamentalist targets an anti-extremist Muslim scholar in New York.,disgust,Stressed,Netflix
Dallas Buyers Club,Movie,"Dramas, Independent Movies, LGBTQ Movies","Refusing to accept a death sentence from his doctor after being diagnosed with AIDS in 1986, Ron Woodroof smuggles medications from abroad.",Sad,Sad,Netflix
Dance Academy,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas",Fifteen-year-old Tara Webster's dream of dancing comes true when she gets into a top dance academy. She soon realizes dancing is only half the battle.,joy,Happy,Netflix
Dance Academy: The Comeback,Movie,"Dramas, International Movies","In this adaptation of the TV series, Tara recovers from injury and pursues a career in the U.S., where she grapples with love and professional rejection.",Happy,Happy,Netflix
Dancing Quietly,Movie,"Dramas, Independent Movies, International Movies","After years of battling a deep depression, a young woman attempts to pass an important exam with the help of a fellow student.",disgust,Stressed,Netflix
Dandy,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A law professor is enlisted by Mexico's attorney general to join a special operations unit infiltrating the capital's most notorious drug cartel.,disgust,Stressed,Netflix
Dangerous Roads,TV Show,"British TV Shows, Docuseries","Using various 4x4 vehicles, celebrities steer their way across some of the most infamous roads and trickiest terrains on earth.",neutral,Neutral,Netflix
Danny Says,Movie,"Documentaries, Music & Musicals","This documentary profiles eccentric publicist Danny Fields, who helped launch the careers of innovative new artists who would become musical icons.",neutral,Neutral,Netflix
Dante's Peak,Movie,Action & Adventure,"When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives.",fear,Anxious,Netflix
Dare to Be Wild,Movie,"Dramas, Independent Movies, Romantic Movies",Irish landscape designer Mary Reynolds fights to bring her wild and unconventional style to the esteemed Chelsea Flower Show.,neutral,Neutral,Netflix
Dark Chocolate (Bengali Version),Movie,"Dramas, International Movies, Thrillers","In this Bangla thriller inspired by a true story, the discovery of a charred corpse in the woods leads to a high-profile murder investigation.",Tense,Stressed,Netflix
Dark Crimes,Movie,"Dramas, Thrillers",A detective on a cold murder case discovers that a famous writerâs latest novel contains details chillingly similar to the crime heâs investigating.,neutral,Neutral,Netflix
Dark Places,Movie,"Dramas, International Movies, Thrillers","Years after surviving a brutal crime as a child, Libby Day comes to believe that the brother she testified against for committing it may be innocent.",joy,Happy,Netflix
Darna Mana Hai,Movie,"Horror Movies, International Movies, Thrillers","Stranded in a jungle when their car breaks down, six friends pass their time exchanging horror stories, unaware that they may be part of one themselves.",fear,Anxious,Netflix
Darr Sabko Lagta Hai,TV Show,"International TV Shows, TV Horror, TV Thrillers","In this chilling horror anthology series, actress and model Bipasha Basu meets people who have had disconcerting paranormal experiences.",fear,Anxious,Netflix
Darra,Movie,"Dramas, International Movies","After returning from school and getting married, a popular farmer begins to arouse resentment and jealousy among those around him.",anger,Stressed,Netflix
Daughters of the Dust,Movie,"Classic Movies, Dramas, Independent Movies",An African American Gullah family leaves their coastal island home in 1902 and risks losing their culture to start a new life on the U.S. mainland.,fear,Anxious,Netflix
Day and Night,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",A detective assists with an investigation into a brutal mass murder case in which his twin brother is the prime suspect.,Anxious,Anxious,Netflix
Days We Stared at the Sun,TV Show,"International TV Shows, TV Dramas",A model student resorts to violence after witnessing greed and corruption wreak havoc on his life.,disgust,Stressed,Netflix
Dayveon,Movie,"Dramas, Independent Movies","Following the shooting death of his older brother, a depressed and aimless 13-year-old boy falls in with a gang in rural Arkansas.",Sad,Sad,Netflix
De Film van Dylan Haegens,Movie,"Comedies, International Movies",A YouTuber becomes obsessed with figuring out how his copycat archnemesis manages to steal all of his ideas.,neutral,Neutral,Netflix
De Palma,Movie,Documentaries,"Iconoclastic film director Brian DePalma takes a look back at the production of such classic movies as ""Carrie,"" ""Scarface"" and ""The Untouchables.""",neutral,Neutral,Netflix
Dead in a Week (Or Your Money Back),Movie,Comedies,"After several failed attempts at taking his own life, a young man hires an aging assassin whoâll do anything to fend off retirement.",anger,Stressed,Netflix
Deadline: Sirf 24 Ghante,Movie,"Independent Movies, International Movies, Thrillers",A surgeonâs perfect life is rattled when his daughter is taken hostage in their own home and he's given 24 hours to pay a hefty ransom.,fear,Anxious,Netflix
Deadly Scholars,Movie,"Dramas, Thrillers","After a series of strange deaths, a high school reporter tries to pin down the killer who's targeting students eligible for a prestigious scholarship.",Sad,Sad,Netflix
Dean,Movie,"Comedies, Dramas, Independent Movies","As his father takes steps to move on, a New Yorker grieving his mom's death visits Los Angeles where new possibilities may bring him out of his funk.",Sad,Sad,Netflix
Dear Dad,Movie,"Comedies, Dramas, Independent Movies","A father and son bond on an impromptu road trip over deep conversations, unexpected confessions, strange encounters ... and a drunken escapade.",disgust,Stressed,Netflix
Dear Dracula,Movie,"Children & Family Movies, Comedies","When he gets a fan letter from a young monster movie buff, Dracula visits him and soon has a new friend helping him to get his confidence back.",neutral,Neutral,Netflix
Dear Santa,Movie,"Comedies, Romantic Movies","Finding a letter mailed to Santa by a girl asking for a new wife for her daddy, twentysomething Crystal sets out to make the girl's wishes come true.",joy,Happy,Netflix
Death at a Funeral,Movie,Comedies,"When a Los Angeles family's patriarch dies, his dutiful eldest son plans the funeral â which becomes a fiasco thanks to a colorful cast of attendees.",sadness,Sad,Netflix
Death House,Movie,Horror Movies,Two federal agents battle through an army of rioting prisoners â and their sense of reality â inside a high-tech prison modeled after Danteâs Inferno.,anger,Stressed,Netflix
Deathgrip,Movie,"International Movies, Sports Movies",Mountain bikers â including legend Brendan Fairclough â put their skills to the test and engage in daring feats set against vivid backdrops.,joy,Happy,Netflix
Deep Undercover Collection,TV Show,"Crime TV Shows, Docuseries","Former FBI agent Joe Pistone, the real-life ""Donnie Brasco,"" hosts this series that reveals the true stories of undercover crime-fighting operations.",neutral,Neutral,Netflix
Deep Water,TV Show,"Crime TV Shows, International TV Shows, TV Dramas","Back in Bondi Beach, where she grew up, DC Tori Lustigman investigates a gay man's murder and finds a link to her brother's death decades earlier.",Sad,Sad,Netflix
Deewangee,Movie,"International Movies, Thrillers","Hired by a singer to defend her friend, who has been accused of murder, a formidable lawyer learns that the man he represents may not be innocent.",sadness,Sad,Netflix
Defying the Nazis: The Sharps' War,Movie,Documentaries,"This film documents the story of minister Waitstill Sharp and his wife, Martha, who risked everything to save thousands of refugees fleeing the Nazis.",disgust,Stressed,Netflix
Delirium,Movie,"Horror Movies, Thrillers",A man with a history of mental issues moves into his late parents' mansion and comes to suspect his new home may be haunted.,fear,Anxious,Netflix
Democrats,Movie,"Documentaries, International Movies","After Zimbabwe's disputed 2008 election results, political enemies are asked to write a new constitution and save their country from a bleak future.",sadness,Sad,Netflix
Den of Thieves,Movie,Action & Adventure,A highly skilled crew of bank robbers plotting a heist at the supposedly impenetrable Federal Reserve faces off against an elite unit of L.A. cops.,fear,Anxious,Netflix
Denis Leary: No Cure For Cancer,Movie,Stand-Up Comedy,"In the stand-up performance that made him a legend, comedian Denis Leary caustically holds forth on nonsmokers, vegetarians and other undesirables.",disgust,Stressed,Netflix
Desolate,Movie,"Dramas, Thrillers","In a severe, drought-ravaged dystopia, the youngest of a farm family starts a quest for revenge after his brothers betray him and leave him for dead.",anger,Stressed,Netflix
Desolation,Movie,"Horror Movies, Thrillers","Along with her son and best friend, a grieving widow hikes into the woods to scatter her late husband's ashes, only to discover they're being stalked.",fear,Anxious,Netflix
Detention Letter,Movie,"Action & Adventure, International Movies",A man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.,disgust,Stressed,Netflix
Detour,Movie,Thrillers,"Convinced his stepfather caused the crash that left his mother in a coma, a law student drunkenly agrees to his murder, then can't rescind the deal.",anger,Stressed,Netflix
Deviant Love,Movie,Thrillers,"In a tailspin after her marriage collapses, Jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives.",disgust,Stressed,Netflix
Devil's Bride,Movie,"Dramas, International Movies","On a small Finnish island in 1666, a teenage girl in love with a married fisherman becomes the center of a tragic witch hunt and power struggle.",Happy,Happy,Netflix
Devil's Gate,Movie,"Horror Movies, Sci-Fi & Fantasy, Thrillers","Seeking a missing woman in North Dakota, an FBI agent and a sheriff focus on her religious zealot husband but discover something far more sinister.",fear,Anxious,Netflix
Devlok with Devdutt Pattanaik,TV Show,International TV Shows,"Through chats with host Rasika Dugal, mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy.",neutral,Neutral,Netflix
Devrai,Movie,"Dramas, International Movies","After science student Shesh Shahi â a shy eccentric with a strange connection to nature â is examined by a team of mental hospital doctors, a gripping portrait of schizophrenia emerges.",fear,Anxious,Netflix
Dexter,TV Show,"Crime TV Shows, TV Dramas, TV Mysteries","By day, mild-mannered Dexter is a blood-spatter analyst for the Miami police. But at night, he is a serial killer who only targets other murderers.",disgust,Stressed,Netflix
Dhamaal,Movie,"Action & Adventure, Comedies, International Movies","Tipped off about buried money in Goa, four neâer-do-well friends go on the hunt, chased by a police officer who wants the treasure for himself.",fear,Anxious,Netflix
Di Renjie zhi Sidatianwang,Movie,"Action & Adventure, International Movies, Sci-Fi & Fantasy","Framed by an empress who plans to steal a dragon-taming mace, imperial magistrate Dee Renjie soon uncovers a greater plot that threatens the kingdom.",fear,Anxious,Netflix
Diana: 7 Days That Shook the World,Movie,Documentaries,"This illuminating documentary examines the aftermath of Princess Dianaâs tragic death and the tense, dramatic week leading up to her funeral.",Sad,Sad,Netflix
Diana: In Her Own Words,Movie,"Documentaries, International Movies","Featuring archival footage and personal recordings, this documentary offers candid insight into the life of the beloved princess.",Happy,Happy,Netflix
Diary of a Chambermaid,Movie,"Dramas, International Movies","An attractive young woman goes to work as a chambermaid for a troublesome couple. The wife is unreasonable, and the husband won't stop hitting on her.",anger,Stressed,Netflix
Die Another Day,Movie,Action & Adventure,Pierce Brosnan's final outing as 007 finds James Bond facing off against a North Korean terrorist who's in league with a British diamond merchant.,fear,Anxious,Netflix
Dil Hai Tumhaara,Movie,"Dramas, International Movies, Music & Musicals","The sophisticated son of a powerful businessman falls for a simple, free-spirited girl whose older sister is in love with him.",Happy,Happy,Netflix
Dinner for Five,TV Show,Stand-Up Comedy & Talk Shows,"In each episode, four celebrities join host Jon Favreau for dinner and share revealing stories about both show business and their personal lives.",neutral,Neutral,Netflix
Dinner for Schmucks,Movie,Comedies,The host of a dinner party invites his friends to bring the saddest loser they can find. But the ultimate schmuck turns everyone else into the losers.,disgust,Stressed,Netflix
Dino Hunt,TV Show,"Docuseries, Science & Nature TV","Top scientists and paleontologists examine dinosaur fossils located throughout Canada, while searching for elusive new species.",neutral,Neutral,Netflix
Disciples Of The 36th Chamber,Movie,"Action & Adventure, International Movies","Shaolin monk San Te returns to protect a fellow hero with a talent for finding trouble in this action-packed sequel to ""The 36th Chamber of Shaolin.""",neutral,Neutral,Netflix
Discovering Bigfoot,Movie,Documentaries,"Follow Todd Standing, Dr. Jeff Meldrum and other researchers into the wilderness, where they try to capture definitive proof of Sasquatch's existence.",neutral,Neutral,Netflix
Dismissed,Movie,Thrillers,An intelligent but intense honor student traumatizes his high school teacher and mentor when he doesn't get the grade he believes he deserves.,disgust,Stressed,Netflix
District 9,Movie,"Action & Adventure, International Movies, Sci-Fi & Fantasy","After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent.",neutral,Neutral,Netflix
Diva Brides,TV Show,"British TV Shows, Reality TV","In this reality series, brides-to-be stop at nothing to have their dream weddings despite meager funds, fallouts with friends or even absent grooms.",neutral,Neutral,Netflix
Doctor Zhivago,Movie,"Classic Movies, Dramas, Romantic Movies",A young physician and his beautiful mistress get swept up in the danger and drama of the Bolshevik Revolution in this Oscar-winning epic.,fear,Anxious,Netflix
Dog Eat Dog,Movie,"Dramas, Thrillers",A delusional ex-con rejoins his unhinged former partners for one last job: kidnap the baby of a mobster's enemy for ransom.,anger,Stressed,Netflix
Dolphin Kick,Movie,Children & Family Movies,"After losing his mom, 10-year-old Luke abandons competitive swimming. It takes a friendly dolphin to get him back in the water â and help him heal.",sadness,Sad,Netflix
Dolphin Tale 2,Movie,"Children & Family Movies, Dramas","Winter the dolphin, who survived a tragic injury by receiving a prosthetic tail, bonds with an orphaned baby dolphin after her beloved pool mate dies.",Happy,Happy,Netflix
Domino,Movie,"International Movies, Thrillers","A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage.",disgust,Stressed,Netflix
Don Quixote: The Ingenious Gentleman of La Mancha,Movie,"Comedies, Independent Movies","In this modern adaptation of a Spanish classic, an eccentric, elderly gentleman sets out with his honest sidekick to right the wrongs of the world.",disgust,Stressed,Netflix
Don Verdean,Movie,Comedies,"A questionable character working as a self-styled ""biblical archaeologist"" advances his cause by creating phony religious artifacts.",disgust,Stressed,Netflix
Don't Be Afraid of the Dark,Movie,Horror Movies,Young Sally Hurst discovers she isn't alone in her new house: strange creatures live there â and they might not be as friendly as Sally thinks.,fear,Anxious,Netflix
Don't Crack Under Pressure,Movie,"Action & Adventure, Documentaries, International Movies","There are risks. Then there are risk-takers. In an around-the-world trip, follow athletes perform jaw-dropping acts in unpredictable elements of nature.",neutral,Neutral,Netflix
